surface,tourney_date,player_one,player_two,player_one_ht,player_two_ht,player_one_age,player_two_age,player_one_hand,player_two_hand,player_one_ace,player_two_ace,player_one_df,player_two_df,player_one_break_point_saved,player_two_break_point_saved,player_one_break_point_faced,player_two_break_point_faced,player_one_rank,player_two_rank,player_one_rank_points,player_two_rank_points,FTR,player_one_win_percentage,player_two_win_percentage
Hard,03-01-2010,Andy Roddick,Peter Luczak,188,183,27.34839151,30.34633812,R,R,15,4,0,2,3,3,3,5,7,77,3126,598,W,85.71428571,85.29411765
Hard,03-01-2010,Carsten Ball,Mischa Zverev,198,190,22.54346338,22.37097878,L,L,10,2,3,2,0,7,0,10,134,78,400,590,W,76.66666667,64.70588235
Hard,03-01-2010,Jarkko Nieminen,Richard Gasquet,185,185,28.45174538,23.54825462,L,R,4,5,0,4,7,5,11,8,88,52,568,850,L,65.51724138,64.70588235
Hard,03-01-2010,Jurgen Melzer,Matthew Ebden,183,188,28.62149213,22.10814511,L,R,2,12,1,1,2,3,5,3,28,181,1260,151,L,55.17241379,85.71428571
Hard,03-01-2010,Nick Lindahl,Tomas Berdych,183,196,21.42915811,24.29842574,R,R,6,3,1,1,6,1,9,1,170.5,20,179,1655,L,63.41463415,88.88888889
Hard,03-01-2010,Marcos Baghdatis,Mardy Fish,183,188,24.55030801,28.07118412,R,R,7,7,5,3,0,3,1,6,42,55,945,790,W,84.375,77.77777778
Hard,03-01-2010,Harel Levy,Michael Llodra,185,190,31.41683778,29.63175907,R,L,8,0,0,0,0,5,0,10,119,67,461,649,W,78.26086957,47.22222222
Hard,03-01-2010,Juan Ignacio Chela,Thomaz Bellucci,190,188,30.34907598,22.01505818,R,L,1,12,1,4,2,6,8,10,73,36,611,1021,L,52.63157895,63.79310345
Hard,03-01-2010,James Blake,Sam Querrey,185,198,30.02053388,22.24503765,R,R,10,9,3,3,2,3,3,5,44,25,935,1320,W,85.10638298,78.84615385
Hard,03-01-2010,Marc Gicquel,Philipp Petzschner,188,185,32.76659822,25.78234086,R,R,4,4,1,2,0,1,0,5,58,80,744,587,W,92.59259259,71.42857143
Hard,03-01-2010,Florent Serra,Julian Reister,180,188,28.84873374,23.75906913,R,R,9,7,1,1,2,5,5,9,65,173,665,284,W,68.65671642,65.71428571
Hard,03-01-2010,Gael Monfils,Taylor Dent,193,188,23.34291581,28.69815195,R,R,9,6,4,4,5,8,5,10,13,76,2610,602,W,80,77.6119403
Hard,03-01-2010,Alejandro Falla,Jeremy Chardy,185,188,26.14099932,22.89390828,L,R,2,6,2,2,3,3,3,5,81,32,587,1102,W,76,78.125
Hard,03-01-2010,Arnaud Clement,Wayne Odesnik,173,180,32.04928131,24.12046543,R,L,7,10,2,1,4,7,7,9,63,105,667,521,L,76.19047619,62.06896552
Hard,03-01-2010,Alexandr Dolgopolov,Bernard Tomic,180,193,21.15811088,17.20465435,R,R,13,2,1,1,3,8,4,11,131,181,413,150,W,78.37837838,73.33333333
Hard,03-01-2010,John Millman,Radek Stepanek,183,185,20.55852156,31.10472279,R,R,1,3,4,2,1,2,6,3,170.5,12,137,2625,L,51.85185185,85.29411765
Hard,03-01-2010,Andy Roddick,Carsten Ball,188,198,27.34839151,22.54346338,R,L,9,8,0,3,1,7,1,8,7,134,3126,400,W,83.67346939,72.22222222
Hard,03-01-2010,Matthew Ebden,Richard Gasquet,188,185,22.10814511,23.54825462,R,R,5,6,0,2,3,3,6,4,170.5,52,151,850,L,61.11111111,81.08108108
Hard,03-01-2010,Marcos Baghdatis,Tomas Berdych,183,196,24.55030801,24.29842574,R,R,1,0,3,0,2,3,7,3,42,20,945,1655,L,53.84615385,69.56521739
Hard,03-01-2010,Harel Levy,Thomaz Bellucci,185,188,31.41683778,22.01505818,R,L,6,7,1,1,3,3,5,4,119,36,461,1021,L,92.85714286,79.24528302
Hard,03-01-2010,James Blake,Marc Gicquel,185,188,30.02053388,32.76659822,R,R,13,8,2,5,2,8,4,10,44,58,935,744,W,82.35294118,69.23076923
Hard,03-01-2010,Florent Serra,Gael Monfils,180,193,28.84873374,23.34291581,R,R,9,16,3,6,7,4,13,7,65,13,665,2610,L,68.05555556,77.35849057
Hard,03-01-2010,Alejandro Falla,Wayne Odesnik,185,180,26.14099932,24.12046543,L,L,8,4,6,1,4,6,9,7,81,105,587,521,L,75,71.92982456
Hard,03-01-2010,Alexandr Dolgopolov,Radek Stepanek,180,185,21.15811088,31.10472279,R,R,9,11,6,7,4,4,8,7,131,12,413,2625,L,81.63265306,75.71428571
Hard,03-01-2010,Andy Roddick,Richard Gasquet,188,185,27.34839151,23.54825462,R,R,16,6,1,2,0,7,0,8,7,52,3126,850,W,86.66666667,81.57894737
Hard,03-01-2010,Thomaz Bellucci,Tomas Berdych,188,196,22.01505818,24.29842574,L,R,8,12,5,2,2,3,3,6,36,20,1021,1655,L,74.19354839,76.27118644
Hard,03-01-2010,Gael Monfils,James Blake,193,185,23.34291581,30.02053388,R,R,13,4,4,5,7,3,9,6,13,44,2610,935,W,74.54545455,76
Hard,03-01-2010,Radek Stepanek,Wayne Odesnik,185,180,31.10472279,24.12046543,R,L,7,3,4,3,1,6,2,10,12,105,2625,521,W,72.72727273,62.5
Hard,03-01-2010,Andy Roddick,Tomas Berdych,188,196,27.34839151,24.29842574,R,R,7,12,1,2,4,10,6,12,7,20,3126,1655,W,71.66666667,79.06976744
Hard,03-01-2010,Gael Monfils,Radek Stepanek,193,185,23.34291581,31.10472279,R,R,1,3,3,0,3,1,7,1,13,12,2610,2625,L,51.85185185,64.51612903
Hard,03-01-2010,Andy Roddick,Radek Stepanek,188,185,27.34839151,31.10472279,R,R,7,5,1,8,3,6,5,8,7,12,3126,2625,W,70.3125,67.85714286
Hard,04-01-2010,Robby Ginepri,Robin Soderling,183,193,27.24435318,25.3908282,R,R,11,9,4,5,7,5,8,8,100,8,529,3323,W,71.42857143,71.79487179
Hard,04-01-2010,Lukas Lacko,Yen Hsun Lu,185,180,22.17111567,26.39288159,R,R,5,0,3,6,8,5,10,10,82,98,580,537,W,60,53.125
Hard,04-01-2010,Daniel Brands,Kevin Kim,196,180,22.46954141,31.44421629,R,R,5,5,3,3,7,2,11,2,92,117,550,482,L,46.875,78.78787879
Hard,04-01-2010,Denis Istomin,Dudi Sela,188,175,23.32648871,24.75290897,R,R,1,2,2,5,4,2,10,3,102,43,527,936,L,48.38709677,73.68421053
Hard,04-01-2010,Rohan Bopanna,Stan Wawrinka,190,183,29.83709788,24.77207392,R,R,1,5,4,3,3,0,6,0,170.5,21,95,1635,L,75,84.61538462
Hard,04-01-2010,Michael Russell,Prakash Amritraj,173,188,31.67967146,26.2587269,R,R,3,6,1,2,3,1,3,5,83,181,579,222,W,86.66666667,71.42857143
Hard,04-01-2010,Louk Sorensen,Stephane Robert,175,185,24.99110198,29.63449692,R,R,3,0,0,0,2,1,7,1,170.5,108,144,508,L,47.05882353,61.9047619
Hard,04-01-2010,Michael Berrer,Santiago Ventura,193,183,29.51129363,29.99863107,L,R,4,2,4,2,2,2,2,5,74,109,608,506,W,92.59259259,58.62068966
Hard,04-01-2010,Rajeev Ram,Thiemo De Bakker,193,193,25.79876797,21.29226557,R,R,7,3,2,0,10,3,15,3,79,96,590,541,L,58.33333333,82.75862069
Hard,04-01-2010,Robin Haase,Tsung Hua Yang,190,178,22.74880219,18.770705,R,R,10,1,2,2,0,8,0,11,170.5,181,75,119,W,86.66666667,56.81818182
Hard,04-01-2010,Rainer Schuettler,Somdev Devvarman,180,180,33.69472964,24.88980151,R,R,1,1,1,2,5,1,10,3,85,126,575,441,L,52.5,71.875
Hard,04-01-2010,Carlos Moya,Janko Tipsarevic,190,180,33.35523614,25.53593429,R,R,3,3,3,1,2,0,4,1,170.5,38,75,1015,L,71.05263158,82.85714286
Hard,04-01-2010,Jan Hajek,Simon Greul,180,185,26.41204654,28.72826831,R,R,2,7,0,2,1,6,3,10,103,59,526,739,W,74,72.72727273
Hard,04-01-2010,Bjorn Phau,Santiago Giraldo,175,188,30.2532512,22.10540726,R,R,4,6,3,2,1,2,5,4,111,107,496,516,L,71.11111111,80.76923077
Hard,04-01-2010,James Ward,Marcel Granollers,190,190,22.90212183,23.73169062,R,R,6,7,4,5,2,0,8,3,170.5,91,162,553,L,60.46511628,71.11111111
Hard,04-01-2010,Igor Kunitsyn,Marin Cilic,180,198,28.26283368,21.26762491,R,R,1,8,2,1,5,0,8,0,104,14,525,2430,L,81.81818182,84.84848485
Hard,04-01-2010,Lukas Lacko,Robby Ginepri,185,183,22.17111567,27.24435318,R,R,11,4,1,1,3,2,4,4,82,100,580,529,W,76,60.52631579
Hard,04-01-2010,Dudi Sela,Kevin Kim,175,180,24.75290897,31.44421629,R,R,3,3,2,5,3,5,3,7,43,117,936,482,W,73.46938776,75.6097561
Hard,04-01-2010,Michael Russell,Stan Wawrinka,173,183,31.67967146,24.77207392,R,R,0,5,3,4,3,2,6,3,83,21,579,1635,L,55.17241379,72.72727273
Hard,04-01-2010,Michael Berrer,Stephane Robert,193,185,29.51129363,29.63449692,L,R,2,2,3,1,3,2,4,5,74,108,608,508,W,75.55555556,65.625
Hard,04-01-2010,Robin Haase,Thiemo De Bakker,190,193,22.74880219,21.29226557,R,R,2,6,3,1,4,0,8,2,170.5,96,75,541,L,63.88888889,74.28571429
Hard,04-01-2010,Janko Tipsarevic,Somdev Devvarman,180,180,25.53593429,24.88980151,R,R,0,0,1,0,1,3,3,10,38,126,1015,441,W,62.5,44.54347826
Hard,04-01-2010,Jan Hajek,Santiago Giraldo,180,188,26.41204654,22.10540726,R,R,1,8,0,1,1,4,5,5,103,107,526,516,L,50,79.41176471
Hard,04-01-2010,Marcel Granollers,Marin Cilic,190,198,23.73169062,21.26762491,R,R,3,5,4,1,9,4,14,7,91,14,553,2430,L,64.28571429,71.42857143
Hard,04-01-2010,Dudi Sela,Lukas Lacko,175,185,24.75290897,22.17111567,R,R,1,1,4,2,3,6,6,10,43,82,936,580,W,75,68.18181818
Hard,04-01-2010,Michael Berrer,Stan Wawrinka,193,183,29.51129363,24.77207392,L,R,2,6,2,2,2,4,4,5,74,21,608,1635,L,72.34042553,80.48780488
Hard,04-01-2010,Janko Tipsarevic,Thiemo De Bakker,180,193,25.53593429,21.29226557,R,R,3,7,3,1,4,9,7,14,38,96,1015,541,W,65.11627907,60.78431373
Hard,04-01-2010,Marin Cilic,Santiago Giraldo,198,188,21.26762491,22.10540726,R,R,3,3,2,0,6,0,8,4,14,107,2430,516,W,51.35135135,63.33333333
Hard,04-01-2010,Dudi Sela,Stan Wawrinka,175,183,24.75290897,24.77207392,R,R,0,2,4,3,5,3,8,6,43,21,936,1635,L,69.56521739,61.36363636
Hard,04-01-2010,Janko Tipsarevic,Marin Cilic,180,198,25.53593429,21.26762491,R,R,2,6,2,2,4,1,9,2,38,14,1015,2430,L,45.71428571,84.61538462
Hard,04-01-2010,Marin Cilic,Stan Wawrinka,198,183,21.26762491,24.77207392,R,R,2,5,1,0,3,6,5,8,14,21,2430,1635,W,72.34042553,61.53846154
Hard,04-01-2010,Christophe Rochus,Roger Federer,172.5,185,31.05544148,28.40793977,R,R,0,12,1,1,9,3,13,3,86,1,575,3323,L,54.05405405,77.77777778
Hard,04-01-2010,Evgeny Korolev,Martin Vassallo Arguello,185,183,21.88911704,29.90006845,R,R,1,1,0,1,0,3,1,8,53,99,848,535,W,81.25,48.93617021
Hard,04-01-2010,Andreas Seppi,Oscar Hernandez,190,180,25.86995209,31.73716632,R,R,6,5,2,1,1,5,1,7,49,70,900,633,W,96.96969697,61.81818182
Hard,04-01-2010,Albert Montanes,Ernests Gulbis,175,190,29.10609172,21.34702259,R,R,4,13,2,2,7,0,10,0,31,90,1140,555,L,72.09302326,86.48648649
Hard,04-01-2010,Mikhail Kukushkin,Nikolay Davydenko,183,178,22.02600958,28.59137577,R,R,0,4,1,4,1,2,7,3,132,6,409,3323,L,45.45454545,80.76923077
Hard,04-01-2010,Marco Chiudinelli,Paolo Lorenzi,185,183,28.31759069,28.05475702,R,R,7,2,0,3,2,6,3,9,56,84,767,577,W,89.18918919,58.53658537
Hard,04-01-2010,Benjamin Becker,Daniel Koellerer,178,180,28.55304586,26.38466804,R,R,2,4,0,3,0,1,0,3,40,71,986,617,W,83.33333333,71.42857143
Hard,04-01-2010,Fabio Fognini,Ivo Karlovic,178,208,22.61738535,30.85010267,R,R,3,7,1,0,4,2,6,2,54,37,790,1015,L,67.56756757,74.41860465
Hard,04-01-2010,Daniel Gimeno Traver,Viktor Troicki,185,193,24.41067762,23.89869952,R,R,2,10,3,3,3,0,7,1,72,29,613,1175,L,57.14285714,87.09677419
Hard,04-01-2010,Mikhail Youzhny,Sergiy Stakhovsky,183,193,27.52908966,23.9945243,R,R,1,9,5,2,3,2,5,2,19,60,1690,733,L,75.55555556,75.51020408
Hard,04-01-2010,Guillermo Garcia Lopez,Steve Darcis,188,178,26.58726899,25.81245722,R,R,5,1,5,1,0,3,5,4,41,122,954,451,L,62.5,72.97297297
Hard,04-01-2010,Frederico Gil,Potito Starace,178,188,24.78302533,28.47638604,R,R,1,1,3,1,7,1,12,1,69,62,642,682,L,45.40816327,72.72727273
Hard,04-01-2010,Rafael Nadal,Simone Bolelli,185,183,23.58932238,24.24093087,L,R,5,4,0,1,3,4,3,7,2,93,3126,549,W,72.22222222,67.5
Hard,04-01-2010,Evgeny Korolev,Roger Federer,185,185,21.88911704,28.40793977,R,R,0,3,3,1,5,1,9,2,53,1,848,3323,L,65,84
Hard,04-01-2010,Andreas Seppi,Ernests Gulbis,190,190,25.86995209,21.34702259,R,R,1,6,3,6,6,1,9,2,49,90,900,555,L,62.5,84.21052632
Hard,04-01-2010,Marco Chiudinelli,Nikolay Davydenko,185,178,28.31759069,28.59137577,R,R,2,6,3,3,5,5,9,6,56,6,767,3323,L,61.2244898,75.67567568
Hard,04-01-2010,Benjamin Becker,Ivo Karlovic,178,208,28.55304586,30.85010267,R,R,6,19.5,2,2,1,1,5,3,40,37,986,1015,L,73.52941176,77.55102041
Hard,04-01-2010,Olivier Rochus,Viktor Troicki,172.5,193,28.96098563,23.89869952,R,R,0,12,4,1,4,4,9,5,57,29,757,1175,L,60,81.25
Hard,04-01-2010,Lukasz Kubot,Sergiy Stakhovsky,190,193,27.6386037,23.9945243,R,R,4,7,4,2,4,7,4,9,101,60,528,733,W,75,66.66666667
Hard,04-01-2010,Potito Starace,Rafael Nadal,188,185,28.47638604,23.58932238,R,L,1,3,0,1,1,0,5,0,62,2,682,3323,L,46.66666667,81.25
Hard,04-01-2010,Ernests Gulbis,Roger Federer,190,185,21.34702259,28.40793977,R,R,13,10,7,0,9,4,13,6,90,1,555,3323,L,74.19354839,74.07407407
Hard,04-01-2010,Ivo Karlovic,Nikolay Davydenko,200.5,178,30.85010267,28.59137577,R,R,17,3,0,0,2,0,2,0,37,6,1015,3323,L,80.76923077,88.52459016
Hard,04-01-2010,Lukasz Kubot,Viktor Troicki,190,193,27.6386037,23.89869952,R,R,4,4,8,2,9,6,14,11,101,29,528,1175,L,64,79.31034483
Hard,04-01-2010,Rafael Nadal,Steve Darcis,185,178,23.58932238,25.81245722,L,R,2,3,0,2,0,2,0,6,2,122,3126,451,W,91.66666667,44.54347826
Hard,04-01-2010,Nikolay Davydenko,Roger Federer,178,185,28.59137577,28.40793977,R,R,2,2,2,3,2,7,3,10,6,1,3126,3323,W,72.91666667,67.64705882
Hard,04-01-2010,Rafael Nadal,Viktor Troicki,185,193,23.58932238,23.89869952,L,R,1,2,0,0,0,3,1,8,2,29,3126,1175,W,82.14285714,44.54347826
Hard,04-01-2010,Nikolay Davydenko,Rafael Nadal,178,185,28.59137577,23.58932238,R,L,2,1,4,2,3,5,8,8,6,2,3126,3323,W,61.64383562,66.66666667
Hard,11-01-2010,Paolo Lorenzi,Simon Greul,183,185,28.07392197,28.74743326,R,R,0,2,6,4,8,8,12,9,86,60,577,737,L,52.38095238,80.64516129
Hard,11-01-2010,Guillermo Garcia Lopez,John Isner,188,206,26.60643395,24.7118412,R,R,5,11,5,2,4,3,7,5,43,33,954,1067,L,66.07142857,80.35714286
Hard,11-01-2010,Horacio Zeballos,Juan Monaco,188,185,24.70910335,25.78781656,L,R,4,6,2,3,5,2,9,2,48,30,904,1170,L,62.06896552,89.28571429
Hard,11-01-2010,Daniel Evans,Michael Lammer,175,185,19.6386037,27.80013689,R,R,5,1,3,4,1,7,5,11,170.5,181,167,223,L,60,60.71428571
Hard,11-01-2010,Daniel King Turner,Jose Rubin Statham,190,183,25.65913758,22.71594798,R,R,10,1,3,4,12,7,17,9,170.5,181,170,126,L,61.70212766,68.75
Hard,11-01-2010,Marco Chiudinelli,Thomaz Bellucci,185,188,28.33675565,22.03422313,R,L,3,8,0,3,1,1,4,1,56,34,775,1066,L,58.82352941,78.37837838
Hard,11-01-2010,Marc Gicquel,Olivier Rochus,188,168,32.78576318,28.98015058,R,R,5,1,2,3,0,6,1,10,58,57,750,769,W,71.875,56.52173913
Hard,11-01-2010,Fabio Fognini,Jurgen Melzer,178,183,22.63655031,28.64065708,R,L,3,8,7,6,6,0,9,1,54,28,790,1260,L,75.55555556,76
Hard,11-01-2010,Florian Mayer,Sebastien Grosjean,190,175,26.2696783,31.62217659,R,R,1,5,3,3,6,11,9,13,59,181,746,26,L,68,68.75
Hard,11-01-2010,Arnaud Clement,Jeremy Chardy,173,188,32.06844627,22.91307324,R,R,5,4,3,6,5,7,8,12,67,32,647,1102,W,62,60
Hard,11-01-2010,Simon Greul,Tommy Robredo,185,180,28.74743326,27.69883641,R,R,3,7,7,5,3,1,6,4,60,16,737,2175,L,66.66666667,75.55555556
Hard,11-01-2010,John Isner,Juan Monaco,200.5,185,24.7118412,25.78781656,R,R,11,2,3,3,1,5,2,8,33,30,1067,1170,W,69.81132075,73.23943662
Hard,11-01-2010,Juan Carlos Ferrero,Michael Lammer,183,185,29.9137577,27.80013689,R,R,0,1,0,1,1,0,2,0,23,181,1555,223,L,50,88.88888889
Hard,11-01-2010,Albert Montanes,Jose Rubin Statham,175,183,29.12525667,22.71594798,R,R,1,5,0,3,1,4,1,6,31,181,1140,126,W,80.55555556,72.09302326
Hard,11-01-2010,Philipp Kohlschreiber,Thomaz Bellucci,178,188,26.23956194,22.03422313,R,L,1,3,3,1,7,1,9,6,27,34,1260,1066,W,70,50
Hard,11-01-2010,Marc Gicquel,Nicolas Almagro,188,183,32.78576318,24.39151266,R,R,3,8,3,1,2,4,3,10,58,26,750,1305,W,73.07692308,50
Hard,11-01-2010,Jurgen Melzer,Sebastien Grosjean,183,175,28.64065708,31.62217659,L,R,10,1,4,3,6,3,7,6,28,181,1260,26,W,89.36170213,69.56521739
Hard,11-01-2010,Arnaud Clement,David Ferrer,173,175,32.06844627,27.77823409,R,R,3,2,3,1,5,2,5,4,67,17,647,1870,W,71.15384615,69.76744186
Hard,11-01-2010,John Isner,Tommy Robredo,200.5,180,24.7118412,27.69883641,R,R,19.5,2,4,7,9,6,12,9,33,16,1067,2175,W,75.67567568,69.09090909
Hard,11-01-2010,Albert Montanes,Michael Lammer,175,185,29.12525667,27.80013689,R,R,5,4,4,2,4,3,5,7,31,181,1140,223,W,75,69.6969697
Hard,11-01-2010,Marc Gicquel,Philipp Kohlschreiber,188,178,32.78576318,26.23956194,R,R,2,6,4,1,1,0,6,1,58,27,750,1260,L,50,82.60869565
Hard,11-01-2010,Arnaud Clement,Jurgen Melzer,173,183,32.06844627,28.64065708,R,L,3,6,4,5,0,3,1,7,67,28,647,1260,W,89.65517241,67.74193548
Hard,11-01-2010,Albert Montanes,John Isner,175,206,29.12525667,24.7118412,R,R,1,14,1,2,4,0,6,0,31,33,1140,1067,L,72.09302326,81.39534884
Hard,11-01-2010,Arnaud Clement,Philipp Kohlschreiber,173,178,32.06844627,26.23956194,R,R,3,7,1,3,0,4,0,5,67,27,647,1260,W,76.92307692,82.85714286
Hard,11-01-2010,Arnaud Clement,John Isner,173,206,32.06844627,24.7118412,R,R,8,19.5,0,2,4,4,6,6,67,33,647,1067,L,71.42857143,80.82191781
Hard,11-01-2010,Frederico Gil,Potito Starace,178,188,24.80219028,28.49555099,R,R,1,2,4,1,4,3,9,4,69,62,642,682,L,50,75
Hard,11-01-2010,Feliciano Lopez,Richard Gasquet,188,185,28.30937714,23.56741958,L,R,8,3,1,2,12,3,16,3,46,53,905,805,L,60,84
Hard,11-01-2010,Benjamin Becker,Juan Ignacio Chela,178,190,28.57221081,30.36824093,R,R,8,4,1,4,0,7,1,11,39,75,1009,611,W,75,52.5
Hard,11-01-2010,Dudi Sela,Julien Benneteau,175,185,24.77207392,28.06023272,R,R,0,9,1,3,8,5,13,6,40,45,1006,924,L,53.33333333,71.875
Hard,11-01-2010,Michael Llodra,Pablo Cuevas,190,180,29.65092402,24.02737851,L,R,3,13,6,4,5,3,7,3,70,50,639,899,L,67.5,82.92682927
Hard,11-01-2010,Igor Andreev,Leonardo Mayer,185,188,26.49691992,22.66119097,R,R,8,6,4,4,7,12,10,15,36,76,1030,607,L,77.96610169,70.83333333
Hard,11-01-2010,Florent Serra,Viktor Troicki,180,193,28.8678987,23.91786448,R,R,3,19.5,4,4,3,3,5,4,64,29,665,1220,L,73.80952381,80.43478261
Hard,11-01-2010,Marcos Baghdatis,Nick Lindahl,183,183,24.56947296,21.44832307,R,R,7,1,5,2,2,6,3,10,42,181,965,191,W,90.47619048,59.52380952
Hard,11-01-2010,Andreas Seppi,Marinko Matosevic,190,194,25.88911704,24.42710472,R,R,2,3,1,5,3,8,5,12,49,181,900,258,W,72.97297297,56.52173913
Hard,11-01-2010,Evgeny Korolev,Sam Querrey,185,198,21.908282,22.2642026,R,R,4,9,7,3,4,3,7,8,52,25,854,1320,W,72.88135593,70.37037037
Hard,11-01-2010,Carsten Ball,Mardy Fish,198,188,22.56262834,28.09034908,L,R,10,9,4,4,1,1,2,1,131,55,420,790,L,88.88888889,84.61538462
Hard,11-01-2010,Jose Acasuso,Peter Luczak,190,183,27.22792608,30.36550308,R,R,5,11,4,3,5,4,7,5,51,78,870,598,L,76.92307692,80.95238095
Hard,11-01-2010,Daniel Gimeno Traver,Potito Starace,185,188,24.42984257,28.49555099,R,R,4,1,3,1,8,2,10,2,73,62,613,682,L,58.33333333,85.18518519
Hard,11-01-2010,Benjamin Becker,Richard Gasquet,178,185,28.57221081,23.56741958,R,R,10,6,2,2,2,2,5,3,39,53,1009,805,L,72.72727273,71.79487179
Hard,11-01-2010,Julien Benneteau,Taylor Dent,185,188,28.06023272,28.71731691,R,R,4,10,4,7,3,5,4,7,45,83,924,582,W,74.24242424,85.71428571
Hard,11-01-2010,Leonardo Mayer,Pablo Cuevas,188,180,22.66119097,24.02737851,R,R,3,3,3,3,2,3,2,6,76,50,607,899,W,82.75862069,68.42105263
Hard,11-01-2010,Marcos Baghdatis,Viktor Troicki,183,193,24.56947296,23.91786448,R,R,7,6,1,3,1,7,2,10,42,29,965,1220,W,91.17647059,75
Hard,11-01-2010,Andreas Seppi,Lleyton Hewitt,190,180,25.88911704,28.8788501,R,R,3,3,3,2,0,1,6,2,49,22,900,1600,L,45.40816327,81.81818182
Hard,11-01-2010,Evgeny Korolev,Mardy Fish,185,188,21.908282,28.09034908,R,R,1,8,3,0,2,1,6,1,52,55,854,790,L,66.66666667,77.77777778
Hard,11-01-2010,Peter Luczak,Tomas Berdych,183,196,30.36550308,24.31759069,R,R,7,12,3,0,7,2,10,5,78,21,598,1680,W,69.09090909,70
Hard,11-01-2010,Potito Starace,Richard Gasquet,188,185,28.49555099,23.56741958,R,R,1,9,3,4,2,4,5,5,62,53,682,805,L,63.82978723,75.55555556
Hard,11-01-2010,Julien Benneteau,Leonardo Mayer,185,188,28.06023272,22.66119097,R,R,6,4,5,8,9,5,11,11,45,76,924,607,W,81.03448276,70
Hard,11-01-2010,Lleyton Hewitt,Marcos Baghdatis,180,183,28.8788501,24.56947296,R,R,7,8,3,3,6,0,10,2,22,42,1600,965,L,61.11111111,78.04878049
Hard,11-01-2010,Mardy Fish,Peter Luczak,188,183,28.09034908,30.36550308,R,R,16,5,2,3,0,2,0,4,55,78,790,598,W,93.02325581,67.5
Hard,11-01-2010,Julien Benneteau,Richard Gasquet,185,185,28.06023272,23.56741958,R,R,1,5,2,3,1,4,5,6,45,53,924,805,L,68.75,69.6969697
Hard,11-01-2010,Marcos Baghdatis,Mardy Fish,183,188,24.56947296,28.09034908,R,R,8,16,7,7,6,4,9,8,42,55,965,790,W,75.47169811,78.68852459
Hard,11-01-2010,Marcos Baghdatis,Richard Gasquet,183,185,24.56947296,23.56741958,R,R,9,6,4,4,3,2,4,4,42,53,965,805,W,73.17073171,77.77777778
Hard,18-01-2010,Igor Andreev,Roger Federer,185,185,26.51608487,28.44626968,R,R,2,9,7,2,10,6,18,11,37,1,1030,3323,L,57.14285714,77.19298246
Hard,18-01-2010,Juan Ignacio Chela,Victor Hanescu,190,198,30.38740589,28.49555099,R,R,6,6,4,1,8,4,13,7,76,47,611,905,L,63.33333333,69.23076923
Hard,18-01-2010,Potito Starace,Stephane Robert,188,185,28.51471595,29.67282683,R,R,5,3,2,2,3,9,6,11,63,104,707,515,L,66.17647059,73.4939759
Hard,18-01-2010,Albert Montanes,Oscar Hernandez,175,180,29.14442163,31.77549624,R,R,4,0,2,2,0,7,1,8,32,71,1185,633,W,78.57142857,60.52631579
Hard,18-01-2010,Lleyton Hewitt,Ricardo Hocevar,180,180,28.89801506,24.7063655,R,R,10,5,3,4,1,6,1,12,22,181,1600,245,W,89.18918919,61.01694915
Hard,18-01-2010,Christophe Rochus,Donald Young,172.5,183,31.09377139,20.49007529,R,L,4,6,6,6,2,10,6,15,85,181,575,244,L,66.17647059,71.42857143
Hard,18-01-2010,Marcos Baghdatis,Paolo Lorenzi,183,183,24.58863792,28.09308693,R,R,7,3,1,6,3,5,4,10,31,83,1215,580,W,83.78378378,58.20895522
Hard,18-01-2010,David Ferrer,Frederico Gil,175,178,27.79739904,24.82135524,R,R,2,0,1,1,0,2,0,9,18,68,1825,645,W,80.95238095,44.54347826
Hard,18-01-2010,Carsten Ball,Fernando Verdasco,198,188,22.58179329,26.17659138,L,L,13,7,5,6,12,10,18,13,129,9,420,3300,L,66.21621622,78.5046729
Hard,18-01-2010,Dudi Sela,Ivan Sergeyev,175,175,24.79123888,21.99589322,R,R,7,10,3,7,10,9,15,14,41,181,1006,225,L,65.93406593,71.73913043
Hard,18-01-2010,Rajeev Ram,Stefan Koubek,193,175,25.83709788,33.04312115,R,L,15,13,7,3,9,5,14,7,84,134,578,377,L,70.78651685,69.23076923
Hard,18-01-2010,Ivan Dodig,Juan Carlos Ferrero,183,183,25.04312115,29.93292266,R,R,19,5,5,3,8,6,13,12,170.5,23,260,1555,W,67.07317073,67.85714286
Hard,18-01-2010,Ernests Gulbis,Juan Monaco,190,185,21.3853525,25.80698152,R,R,8,3,7,1,11,7,18,10,82,33,580,1170,L,58.92857143,68.75
Hard,18-01-2010,Martin Vassallo Arguello,Michael Llodra,183,190,29.93839836,29.67008898,R,L,3,9,2,4,8,3,12,4,96,72,535,627,L,61.72839506,76.27118644
Hard,18-01-2010,Carlos Moya,Illya Marchenko,190,185,33.39356605,22.36276523,R,R,9,7,2,6,6,4,11,7,170.5,119,55,455,L,64.9122807,74.24242424
Hard,18-01-2010,Dieter Kindlmann,Nikolay Davydenko,183,178,27.62765229,28.62970568,R,R,0,6,5,2,10,4,18,6,170.5,6,278,3323,L,51.02040816,66.66666667
Hard,18-01-2010,Daniel Gimeno Traver,Novak Djokovic,185,188,24.44900753,22.66119097,R,R,5,4,5,5,9,5,14,6,74,3,613,3323,L,72.22222222,77.04918033
