surface,tourney_date,player_one,player_two,player_one_ht,player_two_ht,player_one_age,player_two_age,player_one_hand,player_two_hand,player_one_ace,player_two_ace,player_one_df,player_two_df,player_one_break_point_saved,player_two_break_point_saved,player_one_break_point_faced,player_two_break_point_faced,player_one_rank,player_two_rank,player_one_rank_points,player_two_rank_points,FTR,player_one_win_percentage,player_two_win_percentage
Hard,04-10-2021,Aslan Karatsev,Salvatore Caruso,185,185,28.08213552,28.80219028,R,R,3,1,1,0,1,6,1,11,24,145,2085,513,W,91.30434783,53.57142857
Hard,04-10-2021,Denis Shapovalov,Vasek Pospisil,185,193,22.47227926,31.28268309,L,R,0,0,0,7,0,2,0,4,13,85,3126,855,W,98.46938776,62.5
Hard,04-10-2021,Reilly Opelka,Taro Daniel,200.5,191,24.10130048,28.6844627,R,R,11,0,4,0,0,3,0,5,20,123,2161,649,W,89.65517241,67.5
Hard,04-10-2021,Filip Krajinovic,Marcos Giron,185,180,29.60164271,28.19712526,R,R,1,4,5,2,6,7,8,10,34,56,1589,1077,W,76,63.82978723
Hard,04-10-2021,Fabio Fognini,Stefanos Tsitsipas,178,193,34.36550308,23.14579055,R,R,1,10,1,4,3,8,6,11,30,3,1664,3323,L,59.18367347,66.12903226
Hard,04-10-2021,Alex De Minaur,Cristian Garin,183,185,22.62833676,25.34702259,R,R,1,1,0,0,3,6,5,11,27,17,1956,2510,W,65,45
Hard,04-10-2021,Karen Khachanov,Pablo Carreno Busta,198,188,25.37166324,30.23134839,R,R,6,0,2,1,0,1,0,5,29,16,1830,2550,W,95.65217391,61.76470588
Hard,04-10-2021,Albert Ramos,Nikoloz Basilashvili,188,185,33.71389459,29.61259411,L,R,6,8,2,8,1,6,6,10,48,36,1324,1556,L,61.01694915,73.58490566
Hard,04-10-2021,Alexander Zverev,Andy Murray,198,190,24.45722108,34.39014374,R,R,8,8,4,4,3,2,6,6,4,121,3126,661,W,71.69811321,66.03773585
Hard,04-10-2021,Gael Monfils,Kevin Anderson,193,203,35.09103354,35.38124572,R,R,9,1,8.5,3,9,4,10,8,18,67,2418,989,W,69.81132075,68.57142857
Hard,04-10-2021,Matteo Berrettini,Taylor Fritz,196,193,25.47843943,23.93429158,R,R,3,3,3,2,5,4,9,6,7,39,3126,1495,L,62.85714286,81.08108108
Hard,04-10-2021,Casper Ruud,Lloyd Harris,183,193,22.78439425,24.60780287,R,R,2,18,4,5,8,3,8,5,10,31,3126,1652,W,72.36842105,81.25
Hard,04-10-2021,Daniel Evans,Diego Schwartzman,175,170,31.36755647,29.13347023,R,R,3,3,3,6,6,7,12,10,22,15,2122,2800,L,55.93220339,66.66666667
Hard,04-10-2021,Cameron Norrie,Roberto Bautista Agut,188,183,26.11635866,33.47296372,L,R,12,0,8,0,10,11,14,17,26,19,2015,2360,W,70.96774194,57.60869565
Hard,04-10-2021,Andrey Rublev,Tommy Paul,188,185,23.95619439,24.38329911,R,R,6,5,4,5,6,10,11,14,5,60,3126,1033,L,61.64383562,71.875
Hard,04-10-2021,Frances Tiafoe,Hubert Hurkacz,188,196,23.70431212,24.64339494,R,R,1,7,2,0,7,2,10,2,51,12,1242,3323,L,60,85.29411765
Hard,04-10-2021,Aslan Karatsev,Denis Shapovalov,185,185,28.08213552,22.47227926,R,L,0,12,3,4,1,6,1,9,24,13,2085,3265,W,77.77777778,74.28571429
Hard,04-10-2021,Grigor Dimitrov,Reilly Opelka,188,208,30.38740589,24.10130048,R,R,4,5,2,1,0,4,0,6,28,20,1881,2161,W,86.48648649,72.72727273
Hard,04-10-2021,Daniil Medvedev,Filip Krajinovic,198,185,25.64544832,29.60164271,R,R,4,0,3,0,1,2,3,6,2,34,3126,1589,W,69.6969697,53.65853659
Hard,04-10-2021,Alex De Minaur,Stefanos Tsitsipas,183,193,22.62833676,23.14579055,R,R,1,7,3,1,5,2,10,5,27,3,1956,3323,L,62.90322581,65.45454545
Hard,04-10-2021,Karen Khachanov,Nikoloz Basilashvili,198,185,25.37166324,29.61259411,R,R,4,4,2,2,3,4,6,6,29,36,1830,1556,L,55.31914894,70.73170732
Hard,04-10-2021,Alexander Zverev,Gael Monfils,198,193,24.45722108,35.09103354,R,R,1,2,1,0,1,4,1,8,4,18,3126,2418,W,76.47058824,61.29032258
Hard,04-10-2021,Jannik Sinner,Taylor Fritz,188,193,20.13415469,23.93429158,R,R,0,6,4,3,7,5,12,8,14,39,2895,1495,L,60.60606061,58.13953488
Hard,04-10-2021,Casper Ruud,Diego Schwartzman,183,170,22.78439425,29.13347023,R,R,1,1,0,0,3,3,7,4,10,15,3126,2800,L,56.09756098,63.63636364
Hard,04-10-2021,Cameron Norrie,Tommy Paul,188,185,26.11635866,24.38329911,L,R,6,2,3,3,4,12,9,18,26,60,2015,1033,W,66.07142857,56.71641791
Hard,04-10-2021,Aslan Karatsev,Hubert Hurkacz,185,196,28.08213552,24.64339494,R,R,1,6,5,0,4,1,9,2,24,12,2085,3323,L,53.125,70.96774194
Hard,04-10-2021,Daniil Medvedev,Grigor Dimitrov,198,188,25.64544832,30.38740589,R,R,5,1,6,5,4,2,10,7,2,28,3126,1881,L,65.90909091,63.88888889
Hard,04-10-2021,Nikoloz Basilashvili,Stefanos Tsitsipas,185,193,29.61259411,23.14579055,R,R,5,10,1,2,6,1,10,5,36,3,1556,3323,W,60.2739726,68.75
Hard,04-10-2021,Alexander Zverev,Taylor Fritz,198,193,24.45722108,23.93429158,R,R,9,10,5,3,1,5,4,8,4,39,3126,1495,L,75,81.96721311
Hard,04-10-2021,Cameron Norrie,Diego Schwartzman,188,170,26.11635866,29.13347023,L,R,0,0,0,4,2,3,3,9,26,15,2015,2800,W,72,48.14814815
Hard,04-10-2021,Grigor Dimitrov,Hubert Hurkacz,188,196,30.38740589,24.64339494,R,R,0,14,4,1,6,1,9,4,28,12,1881,3323,W,70.83333333,77.41935484
Hard,04-10-2021,Nikoloz Basilashvili,Taylor Fritz,185,193,29.61259411,23.93429158,R,R,3,11,1,3,7,0,7,1,36,39,1556,1495,W,68.25396825,89.18918919
Hard,04-10-2021,Cameron Norrie,Grigor Dimitrov,188,188,26.11635866,30.38740589,L,R,4,0,1,4,1,3,2,7,26,28,2015,1881,W,69.23076923,57.89473684
Hard,04-10-2021,Cameron Norrie,Nikoloz Basilashvili,188,185,26.11635866,29.61259411,L,R,1,2,2,0,3,3,6,8,26,36,2015,1556,W,76.74418605,55.55555556
Hard,01-03-2021,Egor Gerasimov,Stefanos Tsitsipas,196,193,28.30116359,22.55167693,R,R,0,6,3,2,2,6,5,8,76,6,936,3323,L,69.23076923,72.58064516
Hard,01-03-2021,Adrian Mannarino,Hubert Hurkacz,183,196,32.67077344,24.04928131,L,R,1,17,0,2,6,6,9,8,36,30,1641,1735,L,57.14285714,68.62745098
Hard,01-03-2021,Cameron Norrie,Nikoloz Basilashvili,188,185,25.52224504,29.01848049,L,R,4,2,2,3,0,3,1,8,65,40,1015,1405,W,69.6969697,58.33333333
Hard,01-03-2021,Karen Khachanov,Stan Wawrinka,198,183,24.77754962,35.92607803,R,R,5,4,1,4,3,3,3,5,21,20,2290,2365,W,80.48780488,81.08108108
Hard,01-03-2021,Andrey Rublev,Marcos Giron,188,180,23.36208077,27.60301164,R,R,3,9,4,3,4,2,5,4,8,80,3126,889,W,80,75
Hard,01-03-2021,Andy Murray,Robin Haase,190,190,33.79603012,33.9028063,R,R,6,9,2,4,3,4,6,7,123,181,595,366,W,66.15384615,72.88135593
Hard,01-03-2021,Jeremy Chardy,Ugo Humbert,188,188,34.04791239,22.68035592,R,L,10,13,2,5,6,6,9,8,64,31,1020,1726,W,68.23529412,80.95238095
Hard,01-03-2021,David Goffin,Jan Lennard Struff,180,193,30.23134839,30.85010267,R,R,6,4,2,4,3,5,4,10,14,37,2760,1495,W,80,57.14285714
Hard,01-03-2021,Alejandro Davidovich Fokina,Roberto Bautista Agut,183,183,21.73853525,32.8788501,R,R,5,2,1,0,1,4,3,8,51,13,1111,2770,W,75.6097561,58.33333333
Hard,01-03-2021,Marton Fucsovics,Reilly Opelka,188,208,29.05954825,23.50718686,R,R,9,17,3,1,1,6,2,7,59,38,1072,1457,W,80,77.64705882
Hard,01-03-2021,Lorenzo Sonego,Tommy Paul,191,185,25.80698152,23.78918549,R,R,3,4,0,3,2,6,5,8,35,56,1648,1080,L,66.66666667,67.21311475
Hard,01-03-2021,Alexander Bublik,Alexander Zverev,196,198,23.70431212,23.86310746,R,R,5,1,4,0,2,5,4,9,43,7,1385,3323,W,85.29411765,67.56756757
Hard,01-03-2021,Felix Auger Aliassime,Kei Nishikori,193,178,20.56125941,31.17043121,R,R,7,1,1,1,0,1,2,1,19,45,2516,1355,L,82.75862069,85.41666667
Hard,01-03-2021,Alex De Minaur,John Millman,183,183,22.03422313,31.71252567,R,R,5,1,0,1,1,2,3,8,23,39,2155,1421,W,85.18518519,48.14814815
Hard,01-03-2021,Daniil Medvedev,Dusan Lajovic,198,180,25.0513347,30.66940452,R,R,12,0,8,1,6,3,8,4,3,27,3126,1875,L,71.11111111,73.33333333
Hard,01-03-2021,Hubert Hurkacz,Stefanos Tsitsipas,196,193,24.04928131,22.55167693,R,R,8,3,6,0,2,0,4,1,30,6,1735,3323,L,75.92592593,79.62962963
Hard,01-03-2021,Cameron Norrie,Karen Khachanov,188,198,25.52224504,24.77754962,L,R,2,6,3,0,4,3,8,3,65,21,1015,2290,L,47.61904762,80.55555556
Hard,01-03-2021,Andrey Rublev,Andy Murray,188,190,23.36208077,33.79603012,R,R,5,5,0,3,3,3,3,6,8,123,3126,595,W,75,71.875
Hard,01-03-2021,David Goffin,Jeremy Chardy,180,188,30.23134839,34.04791239,R,R,8,1,2,3,2,0,3,1,14,64,2760,1020,L,78.26086957,78.43137255
Hard,01-03-2021,Alejandro Davidovich Fokina,Marton Fucsovics,183,188,21.73853525,29.05954825,R,R,0,5,1,2,2,9,8,12,51,59,1111,1072,L,45.40816327,71.42857143
Hard,01-03-2021,Alexander Bublik,Tommy Paul,196,185,23.70431212,23.78918549,R,R,11,5,6,0,4,0,8,0,43,56,1385,1080,L,76.78571429,86.79245283
Hard,01-03-2021,Alex De Minaur,Kei Nishikori,183,178,22.03422313,31.17043121,R,R,7,1,5,2,4,5,8,8,23,45,2155,1355,L,70,62.90322581
Hard,01-03-2021,Borna Coric,Dusan Lajovic,188,180,24.29295003,30.66940452,R,R,4,1,1,1,0,4,0,8,26,27,1890,1875,W,81.48148148,64.28571429
Hard,01-03-2021,Karen Khachanov,Stefanos Tsitsipas,198,193,24.77754962,22.55167693,R,R,1,5,0,3,4,5,9,9,21,6,2290,3323,L,55.17241379,65.07936508
Hard,01-03-2021,Andrey Rublev,Jeremy Chardy,188,188,23.36208077,34.04791239,R,R,15,9,0,7,4,3,8,8,8,64,3126,1020,W,73.68421053,66.66666667
Hard,01-03-2021,Marton Fucsovics,Tommy Paul,188,185,29.05954825,23.78918549,R,R,0,1,1,2,1,10,2,14,59,56,1072,1080,W,71.875,57.69230769
Hard,01-03-2021,Borna Coric,Kei Nishikori,188,178,24.29295003,31.17043121,R,R,11,1,4,3,8,6,10,8,26,45,1890,1355,W,82,75
Hard,01-03-2021,Andrey Rublev,Stefanos Tsitsipas,188,193,23.36208077,22.55167693,R,R,6,7,2,3,5,1,5,3,8,6,3126,3323,W,83.72093023,74.35897436
Hard,01-03-2021,Borna Coric,Marton Fucsovics,188,188,24.29295003,29.05954825,R,R,2,4,2,2,0,2,5,3,26,59,1890,1072,L,56.75675676,75
Hard,01-03-2021,Andrey Rublev,Marton Fucsovics,188,188,23.36208077,29.05954825,R,R,3,6,1,2,4,5,4,6,8,59,3126,1072,W,74.54545455,72
Clay,12-04-2021,Filip Krajinovic,Nikoloz Basilashvili,185,185,29.12251882,29.13347023,R,R,2,0,0,6,0,0,0,3,37,36,1616,1645,W,92.85714286,50
Clay,12-04-2021,Benoit Paire,Jordan Thompson,196,183,31.92881588,26.97878166,R,R,8,3,8.5,4,11,9,18,17,35,63,1680,1037,L,70,58.44155844
Clay,12-04-2021,Fabio Fognini,Miomir Kecmanovic,178,183,33.88637919,21.61533196,R,R,1,1,5,2,2,6,6,13,18,47,2548,1364,W,59.45945946,54.28571429
Clay,12-04-2021,Pablo Carreno Busta,Stefano Travaglia,188,185,29.7522245,29.28952772,R,R,3,8,0,1,7,7,8,9,12,67,2835,1024,W,68.42105263,72.22222222
Clay,12-04-2021,Karen Khachanov,Laslo Djere,198,188,24.89253936,25.86173854,R,R,2,1,1,2,1,5,2,9,23,49,2280,1258,W,72.97297297,52.94117647
Clay,12-04-2021,Adrian Mannarino,Federico Delbonis,183,190,32.78576318,30.51882272,L,L,3,5,4,1,9,6,12,6,34,87,1681,884,L,61.76470588,75
Clay,12-04-2021,Alexander Bublik,Jeremy Chardy,196,188,23.81930185,34.16290212,R,R,6,2,7,4,1,5,5,10,42,53,1462,1168,L,75,67.30769231
Clay,12-04-2021,Grigor Dimitrov,Jan Lennard Struff,188,193,29.908282,30.9650924,R,R,3,2,3,1,5,0,6,3,17,41,2598,1485,W,74.46808511,56.52173913
Clay,12-04-2021,Roberto Bautista Agut,Taylor Fritz,183,193,32.99383984,23.45516769,R,R,3,6,1,1,2,3,2,6,11,30,3090,1900,W,86.20689655,66.66666667
Clay,12-04-2021,Alejandro Davidovich Fokina,Alex De Minaur,183,183,21.85352498,22.14921287,R,R,0,0,3,1,6,3,8,6,58,25,1135,2235,W,68.88888889,61.11111111
Clay,12-04-2021,Guido Pella,Lucas Pouille,185,185,30.90485969,27.1321013,L,R,2,6,1,6,7,5,12,8,48,86,1298,894,L,52.5,80
Clay,12-04-2021,Alexei Popyrin,Pablo Andujar,196,180,21.68651608,35.21697467,R,R,7,0,5,8.5,7,5,11,8,83,80,906,935,W,70.73170732,66.10169492
Clay,12-04-2021,Cristian Garin,Felix Auger Aliassime,185,193,24.8678987,20.67624914,R,R,2,1,5,5,5,5,6,8,24,21,2260,2373,W,76.19047619,63.63636364
Clay,12-04-2021,John Millman,Ugo Humbert,183,188,31.8275154,22.79534565,R,L,1,0,1,1,2,3,3,7,44,32,1436,1825,W,75.75757576,65.38461538
Clay,12-04-2021,Aslan Karatsev,Lorenzo Musetti,185,185,27.60301164,19.11019849,R,R,2,2,5,5,4,9,4,12,29,84,1918,899,W,77.5,62.85714286
Clay,12-04-2021,Lorenzo Sonego,Marton Fucsovics,191,188,25.92197125,29.17453799,R,R,1,0,0,3,3,10,4,13,28,40,1919,1497,W,77.14285714,60.41666667
Clay,12-04-2021,Dominik Koepfer,Marco Cecchinato,180,185,26.954141,28.53114305,L,R,3,2,2,1,4,4,9,7,56,92,1146,836,L,54.28571429,63.04347826
Clay,12-04-2021,David Goffin,Marin Cilic,180,198,30.34633812,32.53661875,R,R,6,10,3,8.5,3,12,6,18,15,43,2750,1453,W,64.70588235,69.09090909
Clay,12-04-2021,Daniel Evans,Dusan Lajovic,175,180,30.88843258,30.78439425,R,R,3,1,3,2,9,2,10,7,33,31,1825,1895,W,65.27777778,62.19512195
Clay,12-04-2021,Albert Ramos,Jannik Sinner,188,188,33.23477071,19.6550308,L,R,0,4,1,1,3,2,6,3,46,22,1405,2369,L,57.14285714,78.78787879
Clay,12-04-2021,Fabio Fognini,Jordan Thompson,178,183,33.88637919,26.97878166,R,R,0,2,3,0,2,4,3,8,18,63,2548,1037,W,71.05263158,56.66666667
Clay,12-04-2021,Karen Khachanov,Pablo Carreno Busta,198,188,24.89253936,29.7522245,R,R,3,2,0,0,5,2,9,2,23,12,2280,2835,L,64.1025641,82.14285714
Clay,12-04-2021,Casper Ruud,Diego Schwartzman,183,170,22.30527036,28.65434634,R,R,3,2,3,3,1,1,1,4,27,9,1927,3323,W,82.75862069,72.4137931
Clay,12-04-2021,Federico Delbonis,Rafael Nadal,190,185,30.51882272,34.85831622,L,L,0,2,4,2,6,4,11,5,87,3,884,3323,L,54.83870968,72.72727273
Clay,12-04-2021,Grigor Dimitrov,Jeremy Chardy,188,188,29.908282,34.16290212,R,R,3,1,0,3,6,4,7,6,17,53,2598,1168,W,73.46938776,75.6097561
Clay,12-04-2021,Roberto Bautista Agut,Tommy Paul,183,185,32.99383984,23.90417522,R,R,0,2,2,4,3,2,5,6,11,54,3090,1155,W,62.5,50
Clay,12-04-2021,Andrey Rublev,Salvatore Caruso,188,185,23.4770705,28.32306639,R,R,4,3,1,4,4,2,4,5,8,89,3126,876,W,75,60.60606061
Clay,12-04-2021,Alejandro Davidovich Fokina,Matteo Berrettini,183,196,21.85352498,24.99931554,R,R,1,3,1,3,2,3,3,6,58,10,1135,3323,W,78.26086957,56.41025641
Clay,12-04-2021,Alexei Popyrin,Lucas Pouille,196,185,21.68651608,27.1321013,R,R,5,7,5,6,2,8,6,12,83,86,906,894,L,69.76744186,74.54545455
Clay,12-04-2021,Cristian Garin,John Millman,185,183,24.8678987,31.8275154,R,R,0,0,0,2,3,12,4,16,24,44,2260,1436,W,64.28571429,60.97560976
Clay,12-04-2021,Aslan Karatsev,Stefanos Tsitsipas,185,193,27.60301164,22.66666667,R,R,2,4,2,2,3,4,5,4,29,5,1918,3323,L,76,74.28571429
Clay,12-04-2021,Alexander Zverev,Lorenzo Sonego,198,191,23.97809719,25.92197125,R,R,6,0,2,1,7,1,9,6,6,28,3126,1919,W,67.34693878,53.125
Clay,12-04-2021,David Goffin,Marco Cecchinato,180,185,30.34633812,28.53114305,R,R,5,2,0,2,2,5,2,9,15,92,2750,836,W,95.23809524,59.45945946
Clay,12-04-2021,Daniel Evans,Hubert Hurkacz,175,196,30.88843258,24.16427105,R,R,2,4,1,3,0,6,0,10,33,16,1825,2600,W,90.32258065,55.26315789
Clay,12-04-2021,Jannik Sinner,Novak Djokovic,188,188,19.6550308,33.89185489,R,R,1,0,3,2,5,2,10,4,22,1,2369,3323,L,47.82608696,59.45945946
Clay,12-04-2021,Fabio Fognini,Filip Krajinovic,178,185,33.88637919,29.12251882,R,R,1,1,1,0,0,5,1,8,18,37,2548,1616,W,80.64516129,54.76190476
Clay,12-04-2021,Casper Ruud,Pablo Carreno Busta,183,188,22.30527036,29.7522245,R,R,8,2,2,4,2,8,5,11,27,12,1927,2835,W,77.14285714,69.87951807
Clay,12-04-2021,Grigor Dimitrov,Rafael Nadal,188,185,29.908282,34.85831622,R,L,3,3,5,1,4,0,9,0,17,3,2598,3323,L,48,79.16666667
Clay,12-04-2021,Andrey Rublev,Roberto Bautista Agut,188,183,23.4770705,32.99383984,R,R,7,3,0,4,3,6,9,12,8,11,3126,3090,W,67.79661017,62.85714286
Clay,12-04-2021,Alejandro Davidovich Fokina,Lucas Pouille,183,185,21.85352498,27.1321013,R,R,0,4,3,4,7,8,8,11,58,86,1135,894,W,71.18644068,52.94117647
Clay,12-04-2021,Cristian Garin,Stefanos Tsitsipas,185,193,24.8678987,22.66666667,R,R,2,4,0,0,2,0,5,1,24,5,2260,3323,L,59.57446809,73.33333333
Clay,12-04-2021,Alexander Zverev,David Goffin,198,180,23.97809719,30.34633812,R,R,5,4,2,1,3,6,4,6,6,15,3126,2750,L,71.15384615,82.22222222
Clay,12-04-2021,Daniel Evans,Novak Djokovic,175,188,30.88843258,33.89185489,R,R,1,3,0,4,7,2,10,7,33,1,1825,3323,W,61.66666667,56.75675676
Clay,12-04-2021,Casper Ruud,Fabio Fognini,183,178,22.30527036,33.88637919,R,R,2,2,1,2,6,4,7,7,27,18,1927,2548,W,62.22222222,57.14285714
Clay,12-04-2021,Andrey Rublev,Rafael Nadal,188,185,23.4770705,34.85831622,R,L,2,1,2,7,8,8,12,15,8,3,3126,3323,W,65,55.76923077
Clay,12-04-2021,Alejandro Davidovich Fokina,Stefanos Tsitsipas,183,193,21.85352498,22.66666667,R,R,1,1,2,0,0,0,2,1,58,5,1135,3323,L,60,71.42857143
Clay,12-04-2021,Daniel Evans,David Goffin,175,180,30.88843258,30.34633812,R,R,0,3,2,5,12,5,17,9,33,15,1825,2750,W,67.64705882,63.38028169
Clay,12-04-2021,Andrey Rublev,Casper Ruud,188,183,23.4770705,22.30527036,R,R,3,2,1,1,0,0,3,5,8,27,3126,1927,W,75.75757576,50
Clay,12-04-2021,Daniel Evans,Stefanos Tsitsipas,175,193,30.88843258,22.66666667,R,R,1,1,2,1,6,0,11,1,33,5,1825,3323,L,50,79.16666667
Clay,12-04-2021,Andrey Rublev,Stefanos Tsitsipas,188,193,23.4770705,22.66666667,R,R,1,3,0,1,0,0,3,0,8,5,3126,3323,L,80,85.71428571
Clay,12-07-2021,Dusan Lajovic,Lucas Pouille,180,185,31.03353867,27.38124572,R,R,3,1,0,3,3,1,3,3,43,101,1575,775,W,76.31578947,85.71428571
Clay,12-07-2021,Federico Delbonis,Zhizhen Zhang,190,193,30.76796715,24.73648186,L,R,5,6,6,1,7,7,10,12,48,161,1345,449,W,70,68.75
Clay,12-07-2021,Benoit Paire,Ricardas Berankis,196,175,32.1779603,31.05817933,R,R,4,1,5,1,3,2,6,5,51,84,1297,873,W,76.92307692,60
Clay,12-07-2021,Jan Lennard Struff,Laslo Djere,193,188,31.21423682,26.11088296,R,R,3,8,5,5,7,7,10,8,47,57,1410,1168,L,67.44186047,76.19047619
Clay,12-07-2021,Jaume Munar,Philipp Kohlschreiber,183,178,24.18617385,37.73853525,R,R,2,2,2,0,4,2,6,3,66,117,1022,697,L,63.88888889,71.73913043
Clay,12-07-2021,Albert Ramos,Federico Delbonis,188,190,33.48391513,30.76796715,L,L,2,2,7,4,6,5,8,6,41,48,1608,1345,L,74.35897436,67.30769231
Clay,12-07-2021,Filip Krajinovic,Philipp Kohlschreiber,185,178,29.37166324,37.73853525,R,R,9,8,2,1,3,4,5,7,44,117,1514,697,W,73.4375,73.7704918
Clay,12-07-2021,Dominik Koepfer,Stefanos Tsitsipas,180,193,27.20328542,22.91581109,L,R,1,3,2,4,11,1,14,2,59,4,1153,3323,L,68,85.71428571
Clay,12-07-2021,Dusan Lajovic,Pablo Carreno Busta,180,188,31.03353867,30.00136893,R,R,0,4,0,2,7,5,10,7,43,13,1575,2940,L,62.22222222,74.07407407
Clay,12-07-2021,Benoit Paire,Federico Delbonis,196,190,32.1779603,30.76796715,R,L,2,4,4,3,3,4,6,7,51,48,1297,1345,L,74.6031746,68.57142857
Clay,12-07-2021,Laslo Djere,Nikoloz Basilashvili,188,185,26.11088296,29.38261465,R,R,4,1,1,7,0,3,0,7,57,29,1168,1975,W,86.36363636,73.91304348
Clay,12-07-2021,Filip Krajinovic,Stefanos Tsitsipas,185,193,29.37166324,22.91581109,R,R,1,11,2,5,2,3,4,8,44,4,1514,3323,W,75.6097561,64.9122807
Clay,12-07-2021,Federico Delbonis,Pablo Carreno Busta,190,188,30.76796715,30.00136893,L,R,1,1,2,0,5,4,7,4,48,13,1345,2940,L,72.91666667,70.83333333
Clay,12-07-2021,Filip Krajinovic,Laslo Djere,185,188,29.37166324,26.11088296,R,R,3,3,0,6,1,8,2,12,44,57,1514,1168,W,77.14285714,61.36363636
Clay,12-07-2021,Filip Krajinovic,Pablo Carreno Busta,185,188,29.37166324,30.00136893,R,R,1,3,0,0,0,0,3,0,44,13,1514,2940,L,66.66666667,80.76923077
Clay,10-05-2021,Jannik Sinner,Ugo Humbert,188,188,19.73169062,22.87200548,R,L,0,2,1,0,0,10,1,14,18,32,2545,1825,W,72.4137931,52.77777778
Clay,10-05-2021,Benoit Paire,Stefano Travaglia,196,185,32.0054757,29.36618754,R,R,5,3,7,1,2,4,7,6,35,69,1680,999,L,54.54545455,76.66666667
Clay,10-05-2021,Laslo Djere,Pablo Carreno Busta,188,188,25.93839836,29.82888433,R,R,4,2,2,1,6,3,10,4,52,12,1168,3050,L,70.58823529,85.41666667
Clay,10-05-2021,Fabio Fognini,Kei Nishikori,178,178,33.96303901,31.36208077,R,R,4,3,1,3,5,0,8,1,28,45,2003,1408,L,67.56756757,82.14285714
Clay,10-05-2021,Adrian Mannarino,Hugo Dellien,183,180,32.862423,27.89869952,L,R,6,5,6,1,4,5,9,9,36,128,1651,594,L,60.37735849,64.70588235
Clay,10-05-2021,Aslan Karatsev,Miomir Kecmanovic,185,183,27.67967146,21.69199179,R,R,5,1,3,1,2,1,3,3,27,46,2167,1384,W,81.57894737,63.63636364
Clay,10-05-2021,Reilly Opelka,Richard Gasquet,200.5,185,23.69883641,34.89390828,R,R,18,2,1,3,0,0,0,3,47,53,1382,1163,W,78.94736842,74.07407407
Clay,10-05-2021,Hubert Hurkacz,Lorenzo Musetti,196,185,24.24093087,19.18685832,R,R,2,1,1,0,4,2,6,2,19,82,2543,917,L,69.56521739,79.31034483
Clay,10-05-2021,David Goffin,Salvatore Caruso,180,185,30.42299795,28.39972621,R,R,2,0,2,1,3,7,6,14,13,81,2875,928,W,55.55555556,44.54347826
Clay,10-05-2021,Federico Delbonis,Karen Khachanov,190,198,30.59548255,24.96919918,L,R,4,4,4,4,1,8,3,12,64,24,1036,2280,W,77.5,70.45454545
Clay,10-05-2021,Felix Auger Aliassime,Filip Krajinovic,193,185,20.75290897,29.19917864,R,R,12,5,7,3,3,9,7,15,21,39,2418,1619,W,72.05882353,60.29411765
Clay,10-05-2021,Aljaz Bedene,Jan Lennard Struff,181,193,31.8110883,31.04175222,R,R,5,6,3,1,3,2,7,2,57,41,1135,1545,L,53.57142857,79.31034483
Clay,10-05-2021,Cristian Garin,Lloyd Harris,185,193,24.94455852,24.20533881,R,R,0,3,1,3,3,6,4,10,22,51,2350,1198,W,72.72727273,67.56756757
Clay,10-05-2021,Roberto Bautista Agut,Tommy Paul,183,185,33.07049966,23.98083504,R,R,3,6,1,3,5,1,6,4,11,55,3126,1140,W,71.42857143,55.55555556
Clay,10-05-2021,Gael Monfils,Lorenzo Sonego,193,191,34.68856947,25.99863107,R,R,5,2,8,2,8,6,14,11,15,33,2703,1817,L,68.49315068,69.49152542
Clay,10-05-2021,Alex De Minaur,Gianluca Mager,183,185,22.22587269,26.43942505,R,R,6,2,1,2,5,2,10,4,23,90,2315,844,L,55.26315789,78.57142857
Clay,10-05-2021,Marton Fucsovics,Yoshihito Nishioka,188,170,29.25119781,25.61806982,R,L,2,0,1,1,3,2,3,7,44,59,1421,1103,W,81.81818182,50
Clay,10-05-2021,Alexander Bublik,Marin Cilic,196,198,23.89596167,32.61327858,R,R,8,18,6,1,4,3,7,4,40,43,1613,1433,L,76.31578947,81.25
Clay,10-05-2021,Dusan Lajovic,John Millman,180,183,30.86105407,31.90417522,R,R,3,3,0,0,4,2,6,2,37,42,1630,1486,L,71.79487179,73.80952381
Clay,10-05-2021,Matteo Berrettini,Nikoloz Basilashvili,196,185,25.07597536,29.21013005,R,R,12,4,2,2,5,1,7,5,9,30,3126,1885,W,68.33333333,72.72727273
Clay,10-05-2021,Alejandro Davidovich Fokina,Grigor Dimitrov,183,188,21.9301848,29.98494182,R,R,3,3,8,7,5,1,6,3,48,17,1328,2586,W,80.76923077,68.42105263
Clay,10-05-2021,Cameron Norrie,Roberto Carballes Baena,188,183,25.71389459,28.13141684,L,R,3,1,2,2,3,1,6,6,49,96,1315,819,W,59.52380952,57.5
Clay,10-05-2021,Daniel Evans,Taylor Fritz,175,193,30.9650924,23.53182752,R,R,0,5,0,0,7,0,11,1,26,31,2185,1830,L,55.81395349,75.86206897
Clay,10-05-2021,Jannik Sinner,Rafael Nadal,188,185,19.73169062,34.93497604,R,L,1,0,2,1,10,1,15,4,18,3,2545,3323,L,59.52380952,70
Clay,10-05-2021,Denis Shapovalov,Stefano Travaglia,185,185,22.0698152,29.36618754,L,R,2,1,8.5,6,3,5,3,7,14,69,2855,999,W,89.65517241,71.11111111
